,name,payment_modes,locality
3839,Firangi Bake,,"Kondhwa, Pune"
3840,Mumma's Kitchen,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
3841,Punjabi Swad,,"Viman Nagar, Pune"
3842,Sham’s Kitchen,"
Digital payments accepted","Hadapsar, Pune"
3843,Cafe Bon Appetit,"Cash and Cards accepted
Digital payments accepted","Erandwane, Pune"
3844,Dabba Garam,,"Hadapsar, Pune"
3845,Amritsari Tikke Sikke,,"Westend Mall, Aundh, Pune"
3846,Level 5 Bistro and Bar,"Cash and Cards accepted
Digital payments accepted","Erandwane, Pune"
3847,Purepur Kolhapur Family Restaurant,,"Hadapsar, Pune"
3848,The Hungry Hippie,,"Tilak Road, Pune"
3849,Pizza Hut,"Cash and Cards accepted
Digital payments accepted","Seasons Mall, Magarpatta , Pune"
3850,Sweet Truth - Cake and Desserts,,"Viman Nagar, Pune"
3851,WS Bakers,,"Kondhwa, Pune"
3852,Bharit Katta,"
Digital payments accepted","Hadapsar, Pune"
3853,Classic Sandwich,,"Camp Area, Pune"
3854,Manbhavan Premium Thali Restaurant,,"Magarpatta, Pune"
3855,Vice Versa,,"Pimple Nilakh, Pune"
3856,Satgurus's Rasoi Khana,,"Hadapsar, Pune"
3857,Mahalakshmi Veg - Non Veg,"
Digital payments accepted","Magarpatta, Pune"
3858,Cafe Biryani By Dhanashree,,"Wagholi, Pune"
3859,Heaven Chinese,"
Digital payments accepted","Karve Nagar, Pune"
3860,Poona Rolls And Biryani,"
Digital payments accepted","Baner, Pune"
3861,Samadhan Cafe,,"Hadapsar, Pune"
3862,Marrakesh,,"Undri, Pune"
3863,Shinde Shayee Foods,"
Digital payments accepted","Budhwar Peth, Pune"
3864,Spice Affair,"Cash and Cards accepted
Digital payments accepted","Dhanori, Pune"
3865,Asit Cake's,,"Lohegaon, Pune"
3866,Baskin Robbins,Cash and Cards accepted,"Sinhgad Road, Pune"
3867,New Zaika,,"Lohegaon, Pune"
3868,Biryani Darbar,,"Hinjawadi, Pune"
3869,Status Family Rest-O-Bar,Cash and Cards accepted,"Camp Area, Pune"
3870,Chilimili,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
3871,Honeycane,,"Erandwane, Pune"
3872,Krushnaleela Food Corner,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
3873,Gourmet Ice Cream Cakes By Baskin Robbins,,"Viman Nagar, Pune"
3874,SMS German Bakery,,"Pimpri, Pune"
3875,Shivtirth Vadapav,"
Digital payments accepted","Kothrud, Pune"
3876,Dawat,,"Westend Mall, Aundh, Pune"
3877,Red Chinese And Momo,,"Senapati Bapat Road, Pune"
3878,Santusht Biryani House,,"Pimple Nilakh, Pune"
3879,Momo.Box Express,,"Dhanori, Pune"
3880,Healthy U,,"Pimpri, Pune"
3881,Mandarin Oak- The Heavenly Chinese,,"Kondhwa, Pune"
3882,S.P. Crazy Cafe & Fast Food,"
Digital payments accepted","Karve Nagar, Pune"
3883,Jyoti Vadapav Center,"
Digital payments accepted","Akurdi, Pune"
3884,The Oyster,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
3885,Star Biryani,,"Warje, Pune"
3886,McCafe by McDonald's,,"Old Mumbai-Pune Highway, Pune"
3887,Sai Star Food,,"Hinjawadi, Pune"
3888,Lassi Wassi,"
Digital payments accepted","Sinhgad Road, Pune"
3889,Jugnu,,"Kondhwa, Pune"
3890,The Bohemian Kitchen,,"Wadgaon Sheri, Pune"
3891,Cafe Mastani,"
Digital payments accepted","Wadgaon Sheri, Pune"
3892,Swad,,"Bhosari, Pune"
3893,Darshan Pav Bhaji & Juice Bar,"
Digital payments accepted","Bibvewadi, Pune"
3894,Purohit Misal House,,"Wakad, Pune"
3895,Shri Sai Lunch Home,"
Digital payments accepted","Sadashiv Peth, Pune"
3896,Rolls N Dips,,"Lohegaon, Pune"
3897,Swaad The Paratha House More,"
Digital payments accepted","Khadki, Pune"
3898,Savali,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Nigdi, Pune"
3899,Chan Tara,,"Lohegaon, Pune"
3900,Desi Chinese,"
Digital payments accepted","Hadapsar, Pune"
3901,Khatri Bandhu Pot Ice Cream,"
Digital payments accepted","Kothrud, Pune"
3902,Shawarma Bite,"
Digital payments accepted","Lunkad Dreamland, Viman Nagar, Pune"
3903,Ram Bhau Wadewale ,,"Pimple Saudagar, Pune"
3904,Kiga Ice Cream,"
Digital payments accepted","Pimple Saudagar, Pune"
3905,Mazzedar,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Nigdi, Pune"
3906,Theobroma,,"Salunkhe Vihar Road, Pune"
3907,Mauji,"Cash and Cards accepted
Digital payments accepted","Pune University, Pune"
3908,Andhra Gunpowder,,"Narhe, Pune"
3909,Momo Monk,,"Hadapsar, Pune"
3910,Maharashtra Dairy ,,"Hadapsar, Pune"
3911,LeanCrust Pizza - ThinCrust Experts,,"Kharadi, Pune"
3912,Eatsome,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Model Colony, Pune"
3913,I.K Caterer's Biryani,"
Digital payments accepted","Kharadi, Pune"
3914,Yolkshire,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","FC Road, Pune"
3915,Red Dragon Rolls and Chinese,,"Bavdhan, Pune"
3916,Sudama Bhel,"
Digital payments accepted","Hadapsar, Pune"
3917,Kerala Food House,"
Digital payments accepted","Viman Nagar, Pune"
3918,Salad Matrix,,"Pimple Nilakh, Pune"
3919,Hotel Keema,"
Digital payments accepted","Wakad, Pune"
3920,Radha Krushna,Cash and Cards accepted,"Bibvewadi, Pune"
3921,Bangalore Iyangar's Bakery,,"Viman Nagar, Pune"
3922,Aayesha Biryani House,,"Lohegaon, Pune"
3923,Samruddhi Food Junction,"
Digital payments accepted","Vishrantwadi, Pune"
3924,Spring Onion,"
Digital payments accepted","Viman Nagar, Pune"
3925,Sangam Bhel Pani Puri Centre,,"Pimple Gurav, Pune"
3926,Vadilal Ice Cream,,"Nigdi, Pune"
3927,Dilbaro,,"Baner, Pune"
3928,Jambhale's Food Point,Cash and Cards accepted,"Rasta Peth, Pune"
3929,Red Star,,"Lohegaon, Pune"
3930,Hop Scotch Cafe & Eatery,,"Viman Nagar, Pune"
3931,Noodle Plus,"
Digital payments accepted","Baner, Pune"
3932,Cafe Durga,"
Digital payments accepted","Wakad, Pune"
3933,Big Bowl Company,,"Chinchwad, Pune"
3934,Nirman Maratha Mughlai,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Dhole Patil Road, Pune"
3935,Christy Special Combo Restaurant,,"Nigdi, Pune"
3936,Mahaveer Ice Cream And Kulfi Falooda,,"Pimple Saudagar, Pune"
3937,Eatsome,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
3938,Cafe Durga,"
Digital payments accepted","Rahul Complex, Kothrud, Pune"
3939,Oliva Veg,Cash and Cards accepted,"Bavdhan, Pune"
3940,Simple Bite,"
Digital payments accepted","Chandan Nagar, Pune"
3941,Donatella,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
3942,Sendur Saravanabhavan,,"Baner, Pune"
3943,Rajendra PavBhaji and Juice Bar,"
Digital payments accepted","Rasta Peth, Pune"
3944,Masala Mafia,,"Kharadi, Pune"
3945,SLAY Coffee,,"Katraj, Pune"
3946,Satguru's Punjabi Rasoi,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hinjawadi, Pune"
3947,La Cheezy - Fresh Pizza From The Oven,"
Digital payments accepted","Dhole Patil Road, Pune"
3948,Tamanna Multi Cuisine Restaurant & Bar,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hotel Tamanna Executive, Hinjewadi  , Pune"
3949,Shivmanglya Pure Veg Restaurant,,"Hadapsar, Pune"
3950,Shree Narayan Khaman Dhokla And Sweets,"Cash and Cards accepted
Digital payments accepted","Satara Road, Pune"
3951,Dhaba Curry,,"Bavdhan, Pune"
3952,Kulcha Khao Ji,,"Magarpatta, Pune"
3953,Ratna Veg Cuisine,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
3954,Cafe Tea Talkss,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
3955,Agent Momos,,"Pimple Saudagar, Pune"
3956,Temptation,"
Digital payments accepted","Karve Nagar, Pune"
3957,Rolls Mania,"
Digital payments accepted","Chinchwad, Pune"
3958,KGN Xprs,"
Digital payments accepted","Expressway, Pune"
3959,Kebab Bites,"
Digital payments accepted","Hinjawadi, Pune"
3960,Fluffz And Co,,"Viman Nagar, Pune"
3961,Balaji Ice cream,"
Digital payments accepted","Lohegaon, Pune"
3962,Chicken Xperience by Venky's,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
3963,Malaka Spice,,"Pimple Saudagar, Pune"
3964,Kakacha Chah,"
Digital payments accepted","Viman Nagar, Pune"
3965,Sagar Sweets,,"Kothrud, Pune"
3966,Hotel Sahil,"Cash and Cards accepted
Digital payments accepted","Camp Area, Pune"
3967,Mumtaj Mahal,,"Kondhwa, Pune"
3968,Wadeshwar Bhuvan,Cash and Cards accepted,"Westend Mall, Aundh, Pune"
3969,Hotel Gupta Bar and Permit Room,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
3970,Jijae Lunch Home,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
3971,Dakshin Express,,"Hadapsar, Pune"
3972,Govind Garden Restaurant,"Cash and Cards accepted
Digital payments accepted","Narhe, Pune"
3973,NH1 Bowls - Highway To North,,"Salunkhe Vihar Road, Pune"
3974,Pizza Hub,,"Kothrud, Pune"
3975,The Burger Villa,"
Digital payments accepted","Nigdi, Pune"
3976,Sam's - Cafe Kitchen Bakery,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
3977,Royal Maratha,,"Chakan, Pune"
3978,Express by ABs,,"Seasons Mall, Magarpatta , Pune"
3979,The Grand Cafe,,"Bhosari, Pune"
3980,Maa Gayatri Restaurant,,"Ravet, Pune"
3981,Firangi Bake,,"Bavdhan, Pune"
3982,Parshwa,,"Chinchwad, Pune"
3983,Roll Point,"
Digital payments accepted","Dhankawadi, Pune"
3984,Shriniwas Veg,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
3985,Lucky Chinese,,"Karve Nagar, Pune"
3986,Bhavnagari Dry Fruit,,"Wanowrie, Pune"
3987,The Dragon's Kitchen,,"Vishrantwadi, Pune"
3988,MH 14 Momoj Wale,,"Dange Chowk, Pune"
3989,JD's The Hungry Addah...,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
3990,Aarya’s Chinese & Rollhouse,,"Bavdhan, Pune"
3991,Pizzastan,,"Dhankawadi, Pune"
3992,Dairy Rich Kulfi,,"MG Road, Pune"
3993,Mother's Kitchen,"Cash and Cards accepted
Digital payments accepted","Pimple Nilakh, Pune"
3994,Andhra Hyderabad Biryani,,"Yerawada, Pune"
3995,Shreeyash Fast Food & Egg Point,,"Nigdi, Pune"
3996,Mr. Ping Kitchen,,"Shaniwar Peth, Pune"
3997,LeanCrust Pizza - ThinCrust Experts,,"Magarpatta, Pune"
3998,Tandoori Nights,"
Digital payments accepted","Hadapsar, Pune"
3999,Vadilal Ice Cream,,"Rasta Peth, Pune"
4000,Momos Hut,"
Digital payments accepted","Aundh, Pune"
4001,Jalebi Junction,,"Baner, Pune"
4002,Fantasy Bakery N Patisserie,,"Bavdhan, Pune"
4003,Shivshankar Kulfi And Ice Cream,,"Hadapsar, Pune"
4004,RocoMamas,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
4005,Jashn E Punjab,,"Kharadi, Pune"
4006,Grand Royal Biryani's,,"Wakad, Pune"
4007,Mummy Ki Roti,,"Pimpri, Pune"
4008,Italy Via Punjab,"Cash and Cards accepted
Digital payments accepted","Deccan Gymkhana, Pune"
4009,The Cake & Cream Factory,,"Pimpri, Pune"
4010,Goldy Da Dhaba,,"Baner, Pune"
4011,Marrakesh,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
4012,Manna Foods,,"Kondhwa, Pune"
4013,One Way Foods,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
4014,Spice N Ice,,"Bavdhan, Pune"
4015,CakeZone,,"Mundhwa, Pune"
4016,Sigri Punjab Di,,"Viman Nagar, Pune"
4017,Madinah Restaurant,"Cash, Cards and Meal Coupons accepted","Kondhwa, Pune"
4018,Mealful Rolls - Meals In A Roll,,"Bund Garden Road, Pune"
4019,Hotel Ruhi Chinese And Family Restaurant,,"Chinchwad, Pune"
4020,Rudra Chinese & Fast Food,,"Karve Nagar, Pune"
4021,GLOBO Ice Creams Of The World,,"Pimple Saudagar, Pune"
4022,Cafe 2020 Friends Corner,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
4023,Desi Pakwan- Thali's & More,,"Wakad, Pune"
4024,Rupali Pure Veg,,"Undri, Pune"
4025,Sweet Truth - Cake and Desserts,,"Shaniwar Peth, Pune"
4026,Vintage 7,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
4027,Dadu's Sweet Emporio,Cash and Cards accepted,"Phoenix Market City, Viman Nagar, Pune"
4028,Dolma Aunty Momos,,"Pimple Saudagar, Pune"
4029,Hao Chii Chinese N More,,"Viman Nagar, Pune"
4030,Tandoori Feast Point,,"Mundhwa, Pune"
4031,Amritsari Naan House,,"Hadapsar, Pune"
4032,MG Pizza,,"Kondhwa, Pune"
4033,Pawar Coconut Water And Sugar Cane Juice,,"Hadapsar, Pune"
4034,Indian Tadka Taste Punjab Da,"Cash and Cards accepted
Digital payments accepted","Magarpatta, Pune"
4035,Shahi Dawat,,"Kondhwa, Pune"
4036,Falooda Junction,"
Digital payments accepted","Baner, Pune"
4037,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Kharadi, Pune"
4038,Savlahari Pot Ice Cream & Mastani,"Cash and Cards accepted
Digital payments accepted","Katraj, Pune"
4039,Madina Cafe,"Cash and Cards accepted
Digital payments accepted","Kondhwa, Pune"
4040,Absolute Punjab,,"Westend Mall, Aundh, Pune"
4041,Relax Family Restaurant & Garden,,"Lohegaon, Pune"
4042,Dattaprasad Hotel,,"Katraj, Pune"
4043,Schezwan Chef,,"Kondhwa, Pune"
4044,Kitch,,"Balewadi, Pune"
4045,Cafe Dot Com,"
Digital payments accepted","Pimple Saudagar, Pune"
4046,Goodluck Cafe,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4047,Jai Bhavani,"Cash and Cards accepted
Digital payments accepted","Parvati, Pune"
4048,Roll Delights,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
4049,Hotel Shivani,"
Digital payments accepted","Wadgaon Sheri, Pune"
4050,MomoGuy,,"Balewadi, Pune"
4051,Chicken Xperience By Venky's,,"Hinjawadi, Pune"
4052,Amul Ice Cream Parlor,"
Digital payments accepted","Chinchwad, Pune"
4053,Kouzina Kafe - The Food Court,,"Kharadi, Pune"
4054,Banjara,,"Westend Mall, Aundh, Pune"
4055,Saffron,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
4056,Sweet Truth - Cake and Desserts,,"Chinchwad, Pune"
4057,Food For Mood,,"Karve Nagar, Pune"
4058,Chinese Box,,"Mahalunge, Pune"
4059,Om Sai Juice Bar,,"Magarpatta, Pune"
4060,NIC - Natural Ice Creams,,"Hinjawadi, Pune"
4061,House Of Hyderabad,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4062,Jay Shivshankar Icecream & Mastani House,"
Digital payments accepted","Dhankawadi, Pune"
4063,Krishnai Choupati,,"Bibvewadi, Pune"
4064,Behrouz Biryani,,"Chinchwad, Pune"
4065,Sairat Biryani,"
Digital payments accepted","Aundh, Pune"
4066,Late Night Pizza,,"Hadapsar, Pune"
4067,The Biryani Experiment,,"Hinjawadi, Pune"
4068,The Pizza Nut,,"Wadgaon Sheri, Pune"
4069,Firangi Bake,,"NIBM Road, Pune"
4070,Sarpanch Vadevale,"
Digital payments accepted","Wadgaon Sheri, Pune"
4071,Shivam Tandoori Special,"
Digital payments accepted","Pimple Saudagar, Pune"
4072,Amhi Pohekar,"
Digital payments accepted","Sadashiv Peth, Pune"
4073,Shri Martand Misal House,"
Digital payments accepted","Hinjawadi, Pune"
4074,Lahorie,Cash and Cards accepted,"Pimple Saudagar, Pune"
4075,Latha's Creations,,"Mundhwa, Pune"
4076,Big Daddy's,"Cash and Cards accepted
Digital payments accepted","Kondhwa, Pune"
4077,Biggies Burger,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
4078,TGI Fridays,Cash and Cards accepted,"Seasons Mall, Magarpatta , Pune"
4079,Cakesmith By Prabjot,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
4080,Krazy Cafe,"
Digital payments accepted","Kothrud, Pune"
4081,Chaha Sobat,"
Digital payments accepted","Pune University, Pune"
4082,The Cafe Coffee Culture,,"Wadgaon Sheri, Pune"
4083,Chinese Gully,,"Narhe, Pune"
4084,Andhra Gunpowder,,"Pimple Nilakh, Pune"
4085,Theobroma,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
4086,Swagat Family Restaurant And Bar,"
Digital payments accepted","Magarpatta, Pune"
4087,Tamanna Cafeteria,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hotel Tamanna Executive, Hinjewadi  , Pune"
4088,Combos@69,,"Akurdi, Pune"
4089,Cuk Nuk 24,,"Sinhgad Road, Pune"
4090,Toit,"Cash and Cards accepted
Digital payments accepted","Kalyani Nagar, Pune"
4091,Janjira Sea Food Resto,Cash and Cards accepted,"Sadashiv Peth, Pune"
4092,Good Fettle - Healthy Ice Cream,,"Wakad, Pune"
4093,Raj Mandir Ice Cream,,"Magarpatta, Pune"
4094,Cafe Durga,"
Digital payments accepted","Baner, Pune"
4095,Ganesh bhel,,"Wakad, Pune"
4096,Sai Pure Veg,,"Kharadi, Pune"
4097,Aroma's Hyderabad House,"Cash and Cards accepted
Digital payments accepted","Erandwane, Pune"
4098,Aaisaheb Family Restaurant,"
Digital payments accepted","Sadashiv Peth, Pune"
4099,Swad Paratha House,,"Sinhgad Road, Pune"
4100,Cady Chinese,,"Baner, Pune"
4101,Biryani Destination,,"Wakad, Pune"
4102,Golden Bakery,,"Kondhwa, Pune"
4103,Gurukrupa Paratha's - Since 1985,,"Kondhwa, Pune"
4104,Handi Junction,"
Digital payments accepted","Chinchwad, Pune"
4105,Badshahs Of Biryani,,"Kalyani Nagar, Pune"
4106,Chaifection,"
Digital payments accepted","Chandan Nagar, Pune"
4107,Dragon Family Restaurant,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
4108,Khawakee,,"Bibvewadi, Pune"
4109,Falahaar,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4110,Shreyas Restaurant,,"Nigdi, Pune"
4111,Nayab,,"Pimpri, Pune"
4112,M3 Food Corner,"Cash and Cards accepted
Digital payments accepted","Katraj, Pune"
4113,Hotel Yatrik Yashraj Restaurant,"Cash and Cards accepted
Digital payments accepted","Budhwar Peth, Pune"
4114,6story,Cash and Cards accepted,"Koregaon Park, Pune"
4115,149 & 199,,"Chinchwad, Pune"
4116,Ride In Cafe,"
Digital payments accepted","Lohegaon, Pune"
4117,"Agasti Dosa, Rolls, Snacks And More","Cash and Cards accepted
Digital payments accepted","Mundhwa, Pune"
4118,Biryanibad,"
Digital payments accepted","Kondhwa, Pune"
4119,Ruchira,,"Wadgaon Sheri, Pune"
4120,Al Madina Biryani House,,"Camp Area, Pune"
4121,Bread Story,,"Kharadi, Pune"
4122,Sardarji Paratha Wale,,"Akurdi, Pune"
4123,KGN Xprs,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4124,Navratri Meals By LunchBox,,"Pimple Gurav, Pune"
4125,House Of Farsan And Chips,,"Wakad, Pune"
4126,The Nashta Cafe,"
Digital payments accepted","Tilak Road, Pune"
4127,Cafe Eastwood,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4128,MH14 Chinese,,"Dange Chowk, Pune"
4129,Tulja Bhavani Bhojanalay And Snacks,"Cash and Cards accepted
Digital payments accepted","Mundhwa, Pune"
4130,Hotel Jagdamb,"Cash and Cards accepted
Digital payments accepted","Akurdi, Pune"
4131,Beach Town Cafe,"Cash and Cards accepted
Digital payments accepted","Pashan, Pune"
4132,Uncle's Chinese,"
Digital payments accepted","Bavdhan, Pune"
4133,Clover Sandwich And Pizza,"
Digital payments accepted","Camp Area, Pune"
4134,Hotel Sanika,,"Wagholi, Pune"
4135,Shivneri Chinese,"Cash and Cards accepted
Digital payments accepted","Akurdi, Pune"
4136,Abhi's Corner,"
Digital payments accepted","Sadashiv Peth, Pune"
4137,Ayush Cafe,"Cash and Cards accepted
Digital payments accepted","Dhankawadi, Pune"
4138,Awesome Oatsome,,"Camp Area, Pune"
4139,Faasos,,"NIBM Road, Pune"
4140,Bebe Di Rasoi - Punjabi,,"Magarpatta, Pune"
4141,Ghee and Turmeric,,"Wadgaon Sheri, Pune"
4142,Between Your Buns,"
Digital payments accepted","Viman Nagar, Pune"
4143,Surbhi Malvani Kitchen,"
Digital payments accepted","Aundh, Pune"
4144,Shree Sai Pure Veg Chinese,,"Kothrud, Pune"
4145,Sampoornanand Pure Veg,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
4146,Tulsi Malai Kulfi Icecream,,"Baner, Pune"
4147,Charbhuja Bhojnalay,,"Pimple Gurav, Pune"
4148,Fruitango,,"Ravet, Pune"
4149,Zatka Misal,"
Digital payments accepted","Kothrud, Pune"
4150,Morya Misal,"
Digital payments accepted","Hadapsar, Pune"
4151,CnP House - Chicken And Paratha,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
4152,Shanti Swapakaghar,"
Digital payments accepted","Sinhgad Road, Pune"
4153,ZAZA 22 Spice Biryani,,"Pimple Saudagar, Pune"
4154,Puneri Katta,,"Wanowrie, Pune"
4155,Jain Foods Lucky Bakery,"
Digital payments accepted","Shukrawar Peth, Pune"
4156,Sahana Veg Restaurant,"Cash and Cards accepted
Digital payments accepted","Budhwar Peth, Pune"
4157,Wild Sugar Patisserie & Cafe,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
4158,BowlSome,,"Hinjawadi, Pune"
4159,Krishna Chinese,,"Manjri Budruk, Pune"
4160,Copper Chocs,"Cash, Cards and Meal Coupons accepted","Viman Nagar, Pune"
4161,LunchBox - Meals and Thalis,,"Karve Nagar, Pune"
4162,Mangal Vihar,Cash and Cards accepted,"East Street, Pune"
4163,Andaground,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
4164,Chairs Up Chinese Center,"
Digital payments accepted","Wakad, Pune"
4165,Aryas Sudama Bhel,,"Hadapsar, Pune"
4166,Dabba Wala,,"Hadapsar, Pune"
4167,The Burger,,"Kothrud, Pune"
4168,Shree Ganesh Fast Food,"
Digital payments accepted","Kothrud, Pune"
4169,Red Fin Kitchen,,"Pashan, Pune"
4170,Deokar Biryani House,"Cash and Cards accepted
Digital payments accepted","Lohegaon, Pune"
4171,Mad Over Donuts,Cash and Cards accepted,"Bavdhan, Pune"
4172,The Baker's Dozen,,"Aundh, Pune"
4173,Super Smash Burgers,,"Aundh, Pune"
4174,109 Rs Chinese,,"Hadapsar, Pune"
4175,Mahi Restaurant,"
Digital payments accepted","Yerawada, Pune"
4176,Rhythm,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
4177,Nosh Burgers and Sandwiches,,"Pimple Saudagar, Pune"
4178,Bholashet Samosa And Sweets,,"Erandwane, Pune"
4179,Sawaji Pav Bhaji And Snacks,"
Digital payments accepted","Mundhwa, Pune"
4180,Mealful Rolls - Meals In A Roll,,"Super Mall, Pune"
4181,Zaika Fast Food,"
Digital payments accepted","Senapati Bapat Road, Pune"
4182,Malwani,,"Lohegaon, Pune"
4183,Malharnanda Kitchen,,"Katraj, Pune"
4184,Masaledar Biryani House,"
Digital payments accepted","Sadashiv Peth, Pune"
4185,Hotel Vrushali,"
Digital payments accepted","Pimpri, Pune"
4186,The Biryani House,,"Baner, Pune"
4187,Cafe Creme,"Cash and Cards accepted
Digital payments accepted","Salunkhe Vihar Road, Pune"
4188,Rocky's,"
Digital payments accepted","Karve Nagar, Pune"
4189,Relax Pure Veg,"Cash and Cards accepted
Digital payments accepted","Katraj, Pune"
4190,Pawar Juice Bar,,"Hadapsar, Pune"
4191,Makhni Brothers,,"Hinjawadi, Pune"
4192,Shree Swami Samarth Fast Food Corner,,"Bibvewadi, Pune"
4193,Skoop Ice Cream Parlour,"
Digital payments accepted","Pune University, Pune"
4194,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Wakad, Pune"
4195,Kabab Corner,,"Kondhwa, Pune"
4196,TOD - Twist Of Diet,,"Baner, Pune"
4197,Rajeshahi Biryani's,,"Wakad, Pune"
4198,Cafe D,,"Hinjawadi, Pune"
4199,Sheetal Refreshments,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
4200,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Pashan, Pune"
4201,Thai Chin,"Cash and Cards accepted
Digital payments accepted","Balewadi, Pune"
4202,Snackbar Express,,"Karve Nagar, Pune"
4203,Sanskruti Foods,"
Digital payments accepted","Erandwane, Pune"
4204,Cake @24,,"Kothrud, Pune"
4205,Bluestar Chinese Corner,,"Karve Nagar, Pune"
4206,Toscano,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
4207,Snack House,,"Pimple Nilakh, Pune"
4208,Coconut Grove Resto-Bar,Cash and Cards accepted,"Camp Area, Pune"
4209,Chinese Wok - Wok Express,"Cash and Cards accepted
Digital payments accepted","Kumar Pacific Mall, Swargate, Pune"
4210,Hotel Arab Zaika,"Cash and Debit Cards accepted
Digital payments accepted","Kondhwa, Pune"
4211,Chaayos Chai+Snacks=Relax,,"Kharadi, Pune"
4212,Punjab Kitchen,"
Digital payments accepted","Hadapsar, Pune"
4213,Shokeen Burger,"
Digital payments accepted","Hadapsar, Pune"
4214,Miss. Momo,,"Dange Chowk, Pune"
4215,Hotel Samai Palace,"Cash and Cards accepted
Digital payments accepted","Vishrantwadi, Pune"
4216,Chopstick Chinese King,,"Pimple Nilakh, Pune"
4217,Giridhar,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
4218,Dhaba Shaba Veg Bistro,Cash and Cards accepted,"Koregaon Park, Pune"
4219,The Brooklyn Creamery - Healthy Ice Cream,,"Pimple Nilakh, Pune"
4220,Street Foods By Punjab Grill,Cash and Cards accepted,"Phoenix Market City, Viman Nagar, Pune"
4221,Santosh Bhel,,"Tilak Road, Pune"
4222,Havmor Ice Cream,,"Shaniwar Peth, Pune"
4223,The Indian Spice Kitchen,,"Karve Nagar, Pune"
4224,Charcoal Barn,"
Digital payments accepted","Salunkhe Vihar Road, Pune"
4225,Khandeshi Zatka,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
4226,360 Degree Multicuisine Family Restaurant,"Cash and Cards accepted
Digital payments accepted","Bhosari, Pune"
4227,WS Bakers,,"Dhayari, Pune"
4228,Raj Chinese Point,,"Fatima Nagar, Pune"
4229,Udayraj Sweets & Bakers,,"Wadgaon Sheri, Pune"
4230,Naivedyam,,"Lohegaon, Pune"
4231,Jogeshwari Misal,"
Digital payments accepted","Shaniwar Peth, Pune"
4232,Khadadi,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
4233,ZAZA 22 Spice Biryani,,"Wakad, Pune"
4234,The BB's Biryanis & Burgers,,"Hadapsar, Pune"
4235,Rolls Mania,"Cash and Cards accepted
Digital payments accepted","Pimple Nilakh, Pune"
4236,Radio Shack Restaurant,,"Dhanori, Pune"
